,Rel Hum_%,Wind Speed_km/h,Press_kPa,Weather,Visiblity
2416,77,20,99.77,Mostly Cloudy,24.1
2417,73,19,99.83,Mostly Cloudy,24.1
2418,78,24,99.91,Mostly Cloudy,24.1
2419,78,19,100.01,Mostly Cloudy,25.0
2420,79,20,100.12,Mostly Cloudy,25.0
2421,82,22,100.15,Mostly Cloudy,25.0
2422,84,11,100.16,Mostly Cloudy,25.0
2423,85,15,100.21,Mostly Cloudy,25.0
2424,84,17,100.24,Mostly Cloudy,25.0
2425,85,9,100.26,Mostly Cloudy,25.0
2426,88,11,100.26,Mostly Cloudy,25.0
2427,89,0,100.3,Mostly Cloudy,25.0
2428,90,0,100.34,Mainly Clear,25.0
2429,90,6,100.4,Mostly Cloudy,24.1
2430,89,6,100.5,Mostly Cloudy,24.1
2431,87,4,100.58,Cloudy,24.1
2432,81,4,100.65,Cloudy,24.1
2433,72,0,100.72,Cloudy,24.1
2434,73,4,100.76,Mostly Cloudy,24.1
2435,72,11,100.78,Cloudy,24.1
2436,65,9,100.76,Mainly Clear,24.1
2437,53,4,100.74,Mostly Cloudy,24.1
2438,57,32,100.79,Rain Showers,24.1
2439,74,7,100.79,Mostly Cloudy,24.1
2440,57,20,100.82,Mostly Cloudy,24.1
2441,57,33,100.91,Rain Showers,24.1
2442,55,17,100.92,Mainly Clear,24.1
2443,62,11,101.0,Mainly Clear,24.1
2444,63,13,101.07,Mostly Cloudy,25.0
2445,66,7,101.08,Mostly Cloudy,25.0
2446,74,11,101.09,Mostly Cloudy,25.0
2447,61,13,101.11,Mostly Cloudy,25.0
2448,61,13,101.14,Mainly Clear,25.0
2449,56,15,101.15,Mostly Cloudy,25.0
2450,59,17,101.18,Mainly Clear,25.0
2451,60,13,101.21,Mostly Cloudy,25.0
2452,64,13,101.24,Mainly Clear,25.0
2453,62,15,101.3,Mostly Cloudy,24.1
2454,63,13,101.36,Mainly Clear,48.3
2455,63,6,101.43,Mainly Clear,48.3
2456,54,13,101.46,Mostly Cloudy,48.3
2457,51,13,101.5,Mostly Cloudy,48.3
2458,49,9,101.51,Mostly Cloudy,48.3
2459,46,9,101.46,Mostly Cloudy,48.3
2460,43,4,101.42,Mostly Cloudy,48.3
2461,46,15,101.4,Mostly Cloudy,48.3
2462,45,13,101.38,Mostly Cloudy,48.3
2463,41,15,101.33,Mostly Cloudy,48.3
2464,37,15,101.32,Mostly Cloudy,48.3
2465,41,11,101.32,Mainly Clear,48.3
2466,39,17,101.33,Mainly Clear,48.3
2467,44,11,101.34,Mainly Clear,48.3
2468,49,7,101.38,Mainly Clear,25.0
2469,59,0,101.39,Mainly Clear,25.0
2470,60,4,101.44,Clear,25.0
2471,56,11,101.47,Clear,25.0
2472,54,11,101.49,Clear,25.0
2473,51,11,101.48,Clear,25.0
2474,58,6,101.5,Clear,25.0
2475,61,9,101.52,Clear,25.0
2476,66,6,101.56,Clear,25.0
2477,67,6,101.6,Clear,48.3
2478,68,6,101.67,Clear,48.3
2479,64,7,101.75,Mainly Clear,48.3
2480,58,7,101.77,Mainly Clear,48.3
2481,54,13,101.73,Mainly Clear,48.3
2482,44,17,101.69,Mainly Clear,48.3
2483,40,19,101.6,Mainly Clear,48.3
2484,32,24,101.52,Mainly Clear,48.3
2485,23,24,101.48,Mainly Clear,48.3
2486,24,22,101.36,Mainly Clear,48.3
2487,24,32,101.27,Mainly Clear,48.3
2488,23,30,101.22,Mostly Cloudy,48.3
2489,26,28,101.22,Cloudy,48.3
2490,26,22,101.24,Cloudy,48.3
2491,24,19,101.25,Mostly Cloudy,48.3
2492,28,15,101.31,Mostly Cloudy,25.0
2493,30,19,101.32,Mainly Clear,25.0
2494,44,20,101.36,Mainly Clear,25.0
2495,48,20,101.37,Mainly Clear,25.0
2496,51,22,101.35,Clear,25.0
2497,52,11,101.35,Clear,25.0
2498,54,17,101.34,Clear,25.0
2499,63,19,101.36,Mainly Clear,25.0
2500,64,11,101.35,Mainly Clear,25.0
2501,64,17,101.36,Mostly Cloudy,25.0
2502,58,19,101.42,Mostly Cloudy,24.1
2503,54,20,101.49,Mostly Cloudy,48.3
2504,51,19,101.46,Mostly Cloudy,48.3
2505,46,20,101.45,Mostly Cloudy,48.3
2506,41,26,101.38,Cloudy,48.3
2507,37,24,101.28,Cloudy,48.3
2508,34,24,101.21,Cloudy,48.3
2509,34,26,101.2,Cloudy,48.3
2510,35,17,101.08,Cloudy,48.3
2511,28,20,101.02,Cloudy,48.3
2512,26,19,100.98,Cloudy,48.3
2513,28,24,101.0,Mostly Cloudy,48.3
2514,30,13,100.95,Mostly Cloudy,48.3
2515,42,7,100.91,Mostly Cloudy,48.3
2516,39,7,100.9,Mostly Cloudy,25.0
2517,44,7,100.86,Mostly Cloudy,25.0
2518,47,9,100.82,Mostly Cloudy,25.0
2519,46,9,100.76,Mostly Cloudy,25.0
2520,41,9,100.77,Mostly Cloudy,25.0
2521,42,13,100.74,Mostly Cloudy,25.0
2522,48,15,100.7,Mostly Cloudy,25.0
2523,54,15,100.7,Clear,25.0
2524,64,15,100.72,Clear,25.0
2525,69,6,100.72,Clear,25.0
2526,70,13,100.74,Mainly Clear,24.1
2527,69,9,100.81,Cloudy,24.1
2528,69,11,100.84,Cloudy,24.1
2529,71,26,100.79,Cloudy,24.1
2530,67,32,100.72,Cloudy,24.1
2531,61,28,100.68,Mainly Clear,24.1
2532,58,28,100.65,Mainly Clear,48.3
2533,54,32,100.68,Mostly Cloudy,48.3
2534,55,26,100.68,Mostly Cloudy,24.1
2535,62,24,100.65,Mostly Cloudy,48.3
2536,65,22,100.69,Cloudy,48.3
2537,68,20,100.73,Cloudy,24.1
2538,70,20,100.77,Cloudy,24.1
2539,73,17,100.78,Cloudy,24.1
2540,75,11,100.8,Cloudy,25.0
2541,76,6,100.83,Mostly Cloudy,25.0
2542,76,6,100.82,Cloudy,25.0
2543,78,13,100.74,Cloudy,25.0
2544,77,17,100.77,Cloudy,25.0
2545,89,9,100.7,Rain Showers,8.0
2546,90,4,100.66,Rain Showers,9.7
2547,90,9,100.66,Cloudy,25.0
2548,84,11,100.66,Cloudy,25.0
2549,82,13,100.64,Cloudy,25.0
2550,79,15,100.61,Cloudy,24.1
2551,76,17,100.55,Cloudy,24.1
2552,69,17,100.52,Mostly Cloudy,24.1
2553,58,15,100.52,Mostly Cloudy,24.1
2554,47,22,100.44,Cloudy,24.1
2555,47,22,100.44,Cloudy,24.1
2556,44,30,100.39,Cloudy,24.1
2557,44,22,100.36,Cloudy,24.1
2558,41,24,100.26,Cloudy,24.1
2559,37,28,100.12,Mostly Cloudy,24.1
2560,37,26,100.06,Mostly Cloudy,48.3
2561,37,26,100.03,Mainly Clear,48.3
2562,38,11,99.99,Mostly Cloudy,48.3
2563,40,20,100.1,Rain Showers,16.1
2564,73,4,100.22,Mostly Cloudy,25.0
2565,80,13,100.26,Mostly Cloudy,25.0
2566,74,24,100.25,Rain Showers,25.0
2567,71,30,100.31,Mostly Cloudy,25.0
2568,62,28,100.34,Mainly Clear,25.0
2569,55,35,100.42,Mainly Clear,25.0
2570,43,30,100.51,Mainly Clear,25.0
2571,55,37,100.61,Mainly Clear,25.0
2572,57,37,100.8,Mainly Clear,25.0
2573,60,33,100.99,Mostly Cloudy,48.3
2574,52,37,101.19,Mainly Clear,48.3
2575,54,48,101.32,Mainly Clear,48.3
2576,51,43,101.42,Mainly Clear,48.3
2577,45,44,101.5,Mainly Clear,48.3
2578,43,41,101.51,Mainly Clear,48.3
2579,42,30,101.57,Mostly Cloudy,48.3
2580,41,37,101.58,Mostly Cloudy,48.3
2581,42,32,101.61,Mainly Clear,48.3
2582,41,35,101.64,Mostly Cloudy,48.3
2583,40,30,101.63,Mainly Clear,48.3
2584,41,32,101.69,Mainly Clear,48.3
2585,41,24,101.72,Mostly Cloudy,48.3
2586,42,24,101.79,Mostly Cloudy,48.3
2587,41,28,101.89,Mostly Cloudy,24.1
2588,41,19,102.04,Mostly Cloudy,25.0
2589,43,17,102.12,Mostly Cloudy,25.0
2590,46,11,102.17,Mostly Cloudy,25.0
2591,53,17,102.17,Mostly Cloudy,25.0
2592,56,13,102.2,Clear,25.0
2593,55,15,102.18,Clear,25.0
2594,58,15,102.22,Clear,25.0
2595,55,11,102.25,Clear,25.0
2596,58,9,102.29,Clear,25.0
2597,64,11,102.34,Clear,48.3
2598,59,9,102.41,Clear,48.3
2599,53,13,102.44,Clear,48.3
2600,51,11,102.43,Clear,48.3
2601,47,9,102.41,Clear,48.3
2602,47,9,102.36,Clear,48.3
2603,48,6,102.24,Clear,48.3
2604,43,11,102.13,Mainly Clear,48.3
2605,43,15,102.05,Mainly Clear,48.3
2606,41,7,101.97,Mainly Clear,48.3
2607,38,11,101.86,Mainly Clear,48.3
2608,37,9,101.8,Mainly Clear,48.3
2609,36,13,101.75,Mainly Clear,48.3
2610,33,7,101.7,Mainly Clear,48.3
2611,42,9,101.66,Mainly Clear,48.3
2612,44,7,101.62,Mainly Clear,25.0
2613,42,4,101.56,Mostly Cloudy,25.0
2614,41,0,101.53,Mostly Cloudy,25.0
2615,51,6,101.5,Mainly Clear,25.0
2616,52,4,101.44,Mainly Clear,25.0
2617,55,6,101.42,Clear,25.0
2618,64,7,101.33,Clear,25.0
2619,57,4,101.28,Mainly Clear,25.0
2620,62,0,101.27,Mainly Clear,25.0
2621,63,4,101.25,Mainly Clear,24.1
2622,67,4,101.28,Mostly Cloudy,48.3
2623,59,4,101.24,Mostly Cloudy,48.3
2624,50,7,101.18,Mostly Cloudy,48.3
2625,43,7,101.14,Mainly Clear,48.3
2626,37,13,101.05,Mainly Clear,48.3
2627,35,19,101.02,Mostly Cloudy,48.3
2628,35,15,100.95,Mostly Cloudy,48.3
2629,33,20,100.88,Mostly Cloudy,48.3
2630,33,17,100.78,Mostly Cloudy,48.3
2631,34,28,100.69,Mostly Cloudy,48.3
2632,33,26,100.65,Mostly Cloudy,48.3
2633,36,24,100.62,Mainly Clear,48.3
2634,39,22,100.63,Mainly Clear,48.3
2635,40,15,100.69,Mainly Clear,48.3
2636,45,17,100.73,Mainly Clear,25.0
2637,46,11,100.72,Clear,25.0
2638,54,13,100.73,Mainly Clear,25.0
2639,58,9,100.78,Mainly Clear,25.0
2640,50,19,100.88,Mainly Clear,25.0
2641,53,19,100.91,Clear,25.0
2642,55,20,100.94,Mainly Clear,25.0
2643,59,15,101.0,Mainly Clear,25.0
2644,58,19,101.02,Mainly Clear,25.0
2645,52,22,101.04,Mostly Cloudy,25.0
2646,56,28,101.11,Mostly Cloudy,24.1
2647,63,22,101.17,Rain Showers,24.1
2648,72,26,101.12,Cloudy,24.1
2649,71,19,101.13,Cloudy,48.3
2650,70,24,101.07,Rain,24.1
2651,66,20,101.06,Cloudy,24.1
2652,68,26,100.98,Rain Showers,24.1
2653,68,24,100.91,Rain Showers,24.1
2654,64,24,100.8,Cloudy,24.1
2655,64,24,100.7,Cloudy,24.1
2656,68,33,100.67,Cloudy,24.1
2657,70,26,100.59,Cloudy,24.1
2658,73,28,100.54,Cloudy,24.1
2659,77,26,100.5,Cloudy,24.1
2660,79,24,100.46,Cloudy,25.0
2661,81,17,100.35,Cloudy,25.0
2662,81,17,100.32,Cloudy,25.0
2663,81,20,100.27,Cloudy,25.0
2664,83,19,100.18,Cloudy,25.0
2665,85,15,100.13,Cloudy,25.0
2666,86,19,100.21,Cloudy,25.0
2667,86,20,100.21,Cloudy,25.0
2668,85,13,100.2,Cloudy,25.0
2669,84,7,100.32,Cloudy,25.0
2670,82,15,100.36,Cloudy,25.0
2671,81,17,100.38,Rain Showers,25.0
2672,82,17,100.42,Cloudy,24.1
2673,86,19,100.49,Rain Showers,24.1
2674,86,17,100.53,"Rain,Fog",9.7
2675,86,11,100.59,Rain,12.9
2676,86,15,100.61,"Rain,Fog",9.7
2677,85,19,100.65,Rain,24.1
2678,86,19,100.69,Rain,16.1
2679,85,17,100.73,Rain,16.1
2680,82,19,100.8,Rain,16.1
2681,86,17,100.84,Rain,16.1
2682,86,24,100.96,Rain,16.1
2683,84,20,100.96,Rain,19.3
2684,86,24,101.06,Rain,16.1
2685,85,26,101.06,Rain,25.0
2686,86,19,101.04,Rain,19.3
2687,87,13,101.08,Rain,25.0
2688,86,24,101.04,Rain,25.0
2689,87,17,101.06,"Rain,Snow",25.0
2690,89,13,101.07,"Rain,Snow",9.7
2691,89,15,101.05,"Rain,Snow",25.0
2692,90,11,101.05,Rain,25.0
2693,86,19,101.06,Rain,25.0
2694,85,19,101.1,Cloudy,24.1
2695,81,20,101.17,Cloudy,24.1
2696,75,20,101.24,Cloudy,24.1
2697,73,28,101.27,Cloudy,24.1
2698,74,22,101.3,Cloudy,48.3
2699,71,22,101.24,Cloudy,48.3
2700,68,24,101.22,Cloudy,48.3
2701,67,20,101.3,Cloudy,48.3
2702,65,22,101.27,Cloudy,48.3
2703,63,28,101.2,Cloudy,48.3
2704,64,22,101.2,Cloudy,48.3
2705,63,26,101.17,Cloudy,48.3
2706,63,24,101.13,Cloudy,48.3
2707,67,32,101.16,Cloudy,24.1
2708,66,32,101.19,Cloudy,25.0
2709,68,35,101.07,Rain,25.0
2710,75,32,101.05,Rain,25.0
2711,82,41,100.89,Rain,19.3
2712,82,46,100.73,Rain,19.3
2713,85,44,100.59,"Rain,Snow",11.3
2714,85,44,100.32,"Rain,Snow",25.0
2715,84,52,100.11,"Rain,Snow",25.0
2716,82,44,99.82,Rain,25.0
2717,86,46,99.74,Rain,8.0
2718,84,52,99.66,Rain,16.1
2719,82,48,99.52,Rain,24.1
2720,84,48,99.4,Rain,19.3
2721,84,44,99.29,Rain,12.9
2722,83,46,99.23,Cloudy,24.1
2723,84,48,99.15,Cloudy,19.3
2724,83,46,99.09,Cloudy,24.1
2725,83,41,99.06,Cloudy,24.1
2726,80,44,98.97,Cloudy,24.1
2727,79,43,98.9,Cloudy,24.1
2728,80,39,98.81,Cloudy,24.1
2729,81,35,98.8,Cloudy,24.1
2730,80,43,98.66,Cloudy,24.1
2731,86,39,98.61,"Rain,Fog",9.7
2732,86,41,98.54,Cloudy,25.0
2733,86,37,98.51,Rain,25.0
2734,88,19,98.58,Cloudy,25.0
2735,89,9,98.64,Cloudy,25.0
2736,90,13,98.6,Cloudy,25.0
2737,90,7,98.56,Cloudy,16.1
2738,89,6,98.5,Fog,9.7
2739,90,15,98.53,Cloudy,12.9
2740,80,19,98.51,Rain Showers,25.0
2741,76,19,98.47,Cloudy,24.1
2742,79,19,98.51,Rain Showers,19.3
2743,84,13,98.6,Rain Showers,11.3
2744,82,13,98.63,Rain Showers,24.1
2745,64,17,98.64,Mostly Cloudy,48.3
2746,66,19,98.72,Rain Showers,24.1
2747,59,26,98.78,Mostly Cloudy,24.1
2748,69,17,98.82,Mostly Cloudy,24.1
2749,62,24,98.9,Rain Showers,24.1
2750,59,28,99.01,Cloudy,24.1
2751,64,19,99.08,Cloudy,48.3
2752,55,32,99.19,Cloudy,48.3
2753,59,28,99.26,Cloudy,48.3
2754,60,20,99.3,Mostly Cloudy,48.3
2755,61,19,99.37,Cloudy,24.1
2756,61,28,99.45,Cloudy,25.0
2757,62,20,99.54,Cloudy,25.0
2758,61,24,99.56,Mostly Cloudy,25.0
2759,64,19,99.61,Mostly Cloudy,25.0
2760,68,19,99.67,Mostly Cloudy,25.0
2761,64,19,99.71,Mostly Cloudy,25.0
2762,71,13,99.74,Mostly Cloudy,25.0
2763,71,15,99.77,Mostly Cloudy,25.0
2764,70,15,99.8,Mostly Cloudy,25.0
2765,73,13,99.84,Mostly Cloudy,24.1
2766,70,20,99.93,Rain Showers,24.1
2767,71,19,100.01,Rain Showers,19.3
2768,79,19,100.08,Rain,24.1
2769,86,15,100.15,Rain,24.1
2770,80,9,100.22,Rain,24.1
2771,70,17,100.23,Mostly Cloudy,48.3
2772,65,20,100.26,Mostly Cloudy,48.3
2773,55,20,100.29,Mostly Cloudy,48.3
2774,57,19,100.31,Mostly Cloudy,24.1
2775,60,15,100.38,Rain Showers,24.1
2776,48,17,100.41,Mostly Cloudy,24.1
2777,48,22,100.45,Mostly Cloudy,48.3
2778,50,22,100.5,Mostly Cloudy,48.3
2779,60,17,100.56,Mostly Cloudy,24.1
2780,59,17,100.61,Mostly Cloudy,25.0
2781,61,13,100.67,Mostly Cloudy,25.0
2782,65,9,100.69,Mostly Cloudy,25.0
2783,66,9,100.69,Cloudy,25.0
2784,71,7,100.68,Mostly Cloudy,25.0
2785,72,9,100.67,Mainly Clear,25.0
2786,74,7,100.67,Mainly Clear,25.0
2787,74,11,100.66,Clear,25.0
2788,74,7,100.66,Clear,25.0
2789,75,9,100.69,Clear,24.1
2790,76,4,100.71,Clear,48.3
2791,72,7,100.72,Mostly Cloudy,48.3
2792,68,7,100.72,Cloudy,48.3
2793,60,7,100.65,Cloudy,48.3
2794,55,11,100.6,Mostly Cloudy,48.3
2795,52,7,100.49,Cloudy,48.3
2796,52,13,100.39,Cloudy,48.3
2797,52,13,100.24,Cloudy,48.3
2798,45,17,100.08,Cloudy,24.1
2799,44,19,99.98,Cloudy,48.3
2800,43,19,99.84,Cloudy,24.1
2801,51,15,99.8,Rain,19.3
2802,80,19,99.72,Rain,19.3
2803,83,15,99.7,Rain,19.3
2804,85,7,99.69,Rain,25.0
2805,88,9,99.67,"Rain,Fog",9.7
2806,88,6,99.61,"Drizzle,Fog",9.7
2807,90,13,99.59,"Rain,Fog",9.7
2808,89,22,99.67,"Rain,Fog",9.7
2809,86,15,99.74,Rain,25.0
2810,87,15,99.79,Rain,25.0
2811,83,22,99.87,Mostly Cloudy,25.0
2812,80,24,99.94,Mostly Cloudy,25.0
2813,76,26,100.03,Rain Showers,24.1
2814,74,28,100.16,Mostly Cloudy,24.1
2815,71,32,100.25,Snow,12.9
2816,69,26,100.33,Snow,24.1
2817,65,32,100.4,Snow,24.1
2818,61,30,100.48,Snow,24.1
2819,61,30,100.58,Cloudy,24.1
2820,61,35,100.65,Snow,24.1
2821,57,37,100.76,Cloudy,24.1
2822,59,37,100.86,Cloudy,24.1
2823,57,30,100.92,Cloudy,24.1
2824,55,30,100.97,Cloudy,24.1
2825,55,33,101.09,Cloudy,24.1
2826,54,28,101.18,Cloudy,24.1
2827,53,22,101.25,Cloudy,24.1
2828,56,24,101.36,Cloudy,25.0
2829,58,19,101.42,Cloudy,25.0
2830,55,20,101.47,Cloudy,25.0
2831,55,17,101.5,Cloudy,25.0
2832,57,17,101.52,Cloudy,25.0
2833,55,19,101.51,Cloudy,25.0
2834,56,22,101.5,Cloudy,25.0
2835,53,17,101.54,Cloudy,25.0
2836,52,24,101.6,Cloudy,25.0
2837,54,26,101.67,Cloudy,24.1
2838,52,22,101.74,Mainly Clear,48.3
2839,52,30,101.75,Mainly Clear,48.3
2840,48,24,101.78,Mainly Clear,48.3
2841,46,32,101.79,Mainly Clear,48.3
2842,50,28,101.73,Mainly Clear,48.3
2843,36,24,101.71,Mainly Clear,48.3
2844,34,30,101.68,Mainly Clear,48.3
2845,29,32,101.62,Mainly Clear,48.3
2846,28,24,101.57,Mainly Clear,48.3
2847,27,35,101.5,Mainly Clear,48.3
2848,26,30,101.46,Mainly Clear,48.3
2849,25,28,101.45,Mainly Clear,48.3
2850,25,24,101.43,Clear,48.3
2851,27,19,101.46,Clear,48.3
2852,34,11,101.51,Mainly Clear,25.0
2853,41,11,101.55,Clear,25.0
2854,41,9,101.56,Mostly Cloudy,25.0
2855,47,6,101.55,Mostly Cloudy,25.0
2856,49,7,101.52,Cloudy,25.0
2857,47,11,101.49,Mainly Clear,25.0
2858,52,11,101.49,Mainly Clear,25.0
2859,53,13,101.47,Mostly Cloudy,25.0
2860,57,9,101.48,Mainly Clear,25.0
2861,42,19,101.52,Mostly Cloudy,48.3
2862,38,20,101.58,Mostly Cloudy,48.3
2863,35,26,101.64,Mostly Cloudy,48.3
2864,34,19,101.65,Mostly Cloudy,48.3
2865,30,19,101.64,Mainly Clear,48.3
2866,28,26,101.67,Clear,48.3
2867,27,24,101.62,Clear,48.3
2868,27,24,101.62,Clear,48.3
2869,24,32,101.64,Clear,48.3
2870,22,22,101.65,Clear,48.3
2871,21,32,101.63,Clear,48.3
2872,21,28,101.66,Mainly Clear,48.3
2873,22,30,101.72,Clear,48.3
2874,23,28,101.77,Clear,48.3
2875,25,20,101.82,Clear,48.3
2876,27,15,101.93,Mainly Clear,25.0
2877,29,19,102.01,Mainly Clear,25.0
2878,31,15,102.05,Clear,25.0
2879,34,13,102.09,Clear,25.0
2880,36,9,102.06,Clear,25.0
2881,41,6,102.12,Clear,25.0
2882,36,0,102.09,Clear,25.0
2883,42,0,102.09,Clear,25.0
2884,48,4,102.14,Clear,25.0
2885,63,4,102.23,Mainly Clear,48.3
2886,59,0,102.33,Mainly Clear,48.3
2887,38,0,102.37,Mainly Clear,48.3
2888,39,11,102.41,Mostly Cloudy,48.3
2889,37,7,102.31,Mostly Cloudy,48.3
2890,35,7,102.31,Mostly Cloudy,48.3
2891,35,0,102.2,Mostly Cloudy,48.3
2892,39,6,102.15,Mostly Cloudy,48.3
2893,31,11,102.01,Mostly Cloudy,48.3
2894,34,7,101.93,Mostly Cloudy,48.3
2895,31,15,101.83,Mostly Cloudy,48.3
2896,31,9,101.79,Mostly Cloudy,48.3
2897,30,9,101.73,Cloudy,24.1
2898,31,13,101.68,Cloudy,25.0
2899,33,11,101.6,Cloudy,25.0
2900,35,11,101.53,Cloudy,25.0
2901,33,13,101.49,Cloudy,25.0
2902,34,11,101.47,Cloudy,25.0
2903,40,6,101.45,Cloudy,25.0
2904,39,11,101.32,Cloudy,25.0
2905,44,19,101.22,Rain Showers,25.0
2906,57,7,101.24,Rain Showers,25.0
2907,68,15,101.2,Rain Showers,25.0
2908,72,17,101.15,Rain,25.0
2909,83,24,101.13,Rain,11.3
2910,87,24,101.15,"Rain,Fog",9.7
2911,87,13,101.15,Rain,9.7
2912,87,17,101.13,"Rain,Fog",9.7
2913,90,13,101.09,Fog,9.7
2914,86,6,101.12,Cloudy,16.1
2915,84,6,101.13,Cloudy,16.1
2916,82,7,101.08,Cloudy,16.1
2917,81,0,101.12,Cloudy,16.1
2918,81,0,101.15,Cloudy,16.1
2919,84,9,101.16,Drizzle,9.7
2920,87,9,101.17,"Drizzle,Fog",4.8
2921,90,7,101.21,"Rain,Fog",4.0
2922,90,7,101.3,"Rain,Fog",2.4
2923,91,9,101.35,"Drizzle,Fog",2.0
2924,92,6,101.39,"Drizzle,Fog",4.0
2925,92,9,101.38,"Drizzle,Fog",2.4
2926,92,6,101.38,"Drizzle,Fog",2.0
2927,92,6,101.41,"Drizzle,Fog",2.4
2928,93,6,101.43,"Drizzle,Fog",1.6
2929,95,6,101.44,Fog,0.6
2930,93,4,101.44,Fog,0.4
2931,93,4,101.49,Fog,0.4
2932,93,9,101.52,Fog,1.2
2933,93,13,101.57,Fog,1.0
2934,93,11,101.58,Fog,1.6
2935,93,17,101.7,"Drizzle,Fog",1.0
2936,92,15,101.71,Fog,2.4
2937,90,13,101.68,Fog,6.4
2938,89,13,101.73,Fog,6.4
2939,86,13,101.72,Cloudy,12.9
2940,81,13,101.64,Cloudy,12.9
2941,79,17,101.57,Cloudy,12.9
2942,74,11,101.51,Mostly Cloudy,16.1
2943,72,19,101.42,Mostly Cloudy,16.1
2944,68,19,101.37,Mostly Cloudy,19.3
2945,65,17,101.31,Mostly Cloudy,24.1
2946,66,15,101.28,Cloudy,24.1
2947,66,15,101.29,Mostly Cloudy,24.1
2948,71,11,101.34,Mostly Cloudy,25.0
2949,66,17,101.27,Mostly Cloudy,25.0
2950,68,19,101.22,Rain Showers,25.0
2951,81,19,101.18,Rain Showers,25.0
2952,83,17,101.16,Cloudy,25.0
2953,85,15,101.17,Cloudy,25.0
2954,83,17,101.18,Cloudy,25.0
2955,83,15,101.21,Cloudy,25.0
2956,83,17,101.24,Cloudy,25.0
2957,84,13,101.29,Cloudy,24.1
2958,82,13,101.31,Cloudy,24.1
2959,81,15,101.36,Cloudy,24.1
2960,79,15,101.42,Cloudy,24.1
2961,77,17,101.42,Cloudy,24.1
2962,75,13,101.44,Cloudy,24.1
2963,72,11,101.41,Cloudy,24.1
2964,70,15,101.4,Cloudy,24.1
2965,71,13,101.38,Cloudy,24.1
2966,70,11,101.37,Cloudy,24.1
2967,71,7,101.27,Cloudy,24.1
2968,72,13,101.17,Cloudy,24.1
2969,72,6,101.22,Rain Showers,24.1
2970,78,7,101.21,Cloudy,24.1
2971,76,6,101.18,Cloudy,24.1
2972,77,11,101.13,Cloudy,25.0
2973,80,13,101.04,Mostly Cloudy,25.0
2974,79,11,101.01,Cloudy,25.0
2975,80,11,100.99,Rain,25.0
2976,83,13,100.85,Cloudy,25.0
2977,85,17,100.7,Cloudy,25.0
2978,87,13,100.75,"Drizzle,Fog",9.7
2979,88,11,100.66,"Drizzle,Fog",8.0
2980,88,6,100.7,"Drizzle,Fog",8.0
2981,88,6,100.67,Fog,8.0
2982,88,11,100.69,"Drizzle,Fog",3.6
2983,88,7,100.7,"Drizzle,Fog",4.8
2984,90,6,100.72,"Drizzle,Fog",3.6
2985,90,11,100.71,"Drizzle,Fog",4.0
2986,89,11,100.71,"Drizzle,Fog",9.7
2987,86,7,100.72,Cloudy,16.1
2988,82,0,100.7,Cloudy,24.1
2989,80,9,100.71,Cloudy,24.1
2990,80,9,100.73,Cloudy,24.1
2991,78,9,100.72,Cloudy,24.1
2992,79,7,100.77,Cloudy,24.1
2993,76,7,100.79,Cloudy,24.1
2994,75,4,100.79,Mostly Cloudy,24.1
2995,83,9,100.82,Rain Showers,9.7
2996,88,9,100.89,Mostly Cloudy,25.0
2997,76,32,100.99,Cloudy,25.0
2998,68,30,101.08,Mostly Cloudy,25.0
2999,68,17,101.17,Mostly Cloudy,25.0
3000,74,4,101.25,Mainly Clear,25.0
3001,73,11,101.32,Mainly Clear,25.0
3002,72,11,101.36,Mainly Clear,25.0
3003,71,15,101.42,Mainly Clear,25.0
3004,68,11,101.44,Mainly Clear,25.0
3005,66,17,101.49,Mainly Clear,24.1
3006,63,15,101.55,Mainly Clear,48.3
3007,60,19,101.62,Mainly Clear,48.3
3008,60,17,101.66,Mainly Clear,48.3
3009,59,9,101.74,Mainly Clear,48.3
3010,57,11,101.78,Mainly Clear,48.3
3011,50,13,101.73,Mainly Clear,48.3
3012,45,11,101.69,Mainly Clear,48.3
3013,39,13,101.63,Mostly Cloudy,48.3
3014,35,7,101.59,Mainly Clear,48.3
3015,32,6,101.55,Mainly Clear,48.3
3016,28,17,101.51,Clear,48.3
3017,30,9,101.53,Clear,48.3
3018,28,11,101.52,Mainly Clear,48.3
3019,29,0,101.54,Mainly Clear,48.3
3020,36,4,101.62,Mainly Clear,25.0
3021,34,6,101.65,Mostly Cloudy,25.0
3022,30,9,101.65,Cloudy,25.0
3023,29,13,101.64,Cloudy,25.0
3024,31,9,101.67,Mostly Cloudy,25.0
3025,35,15,101.61,Mainly Clear,25.0
3026,46,13,101.63,Mainly Clear,25.0
3027,53,17,101.67,Mainly Clear,25.0
3028,48,17,101.67,Mainly Clear,25.0
3029,50,20,101.71,Mostly Cloudy,48.3
3030,48,22,101.72,Cloudy,48.3
3031,47,22,101.78,Cloudy,48.3
3032,47,17,101.81,Mostly Cloudy,48.3
3033,44,20,101.86,Mainly Clear,48.3
3034,39,15,101.84,Mainly Clear,48.3
3035,29,15,101.77,Mainly Clear,48.3
3036,30,6,101.74,Mainly Clear,48.3
3037,33,7,101.66,Mainly Clear,48.3
3038,29,9,101.61,Mainly Clear,48.3
3039,26,6,101.61,Mainly Clear,48.3
3040,27,7,101.6,Mainly Clear,48.3
3041,29,11,101.57,Mainly Clear,48.3
3042,27,11,101.56,Mainly Clear,48.3
